ID,Category,Prompt,Intent,Solution,Severity,Response Type,Keywords
1900,Crisis,I feel like I might harm myself 894,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1901,Emotional Venting,I am really upset and frustrated about things 895,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1902,Informational,Can you explain mental health topic 896 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1903,Informational,Can you explain mental health topic 897 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1904,Informational,Can you explain mental health topic 898 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1905,Support Seeking,I feel stressed and need help with situation 899,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1906,Informational,Can you explain mental health topic 900 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1907,Support Seeking,I feel stressed and need help with situation 901,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1908,Crisis,I feel like I might harm myself 902,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1909,Crisis,I feel like I might harm myself 903,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1910,Informational,Can you explain mental health topic 904 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1911,Support Seeking,I feel stressed and need help with situation 905,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1912,Emotional Venting,I am really upset and frustrated about things 906,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1913,Crisis,I feel like I might harm myself 907,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1914,Support Seeking,I feel stressed and need help with situation 908,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1915,Informational,Can you explain mental health topic 909 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1916,Informational,Can you explain mental health topic 910 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1917,Informational,Can you explain mental health topic 911 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1918,Crisis,I feel like I might harm myself 912,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1919,Crisis,I feel like I might harm myself 913,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
